name,gender,ethnicity,quality,call,city,jobs,experience,honors,volunteer,military,holes,school,email,computer,special,college,minimum,equal,wanted,requirements,reqexp,reqcomm,reqeduc,reqcomp,reqorg,industry
Laurie,female,cauc,high,no,boston,6,18,no,yes,no,no,no,no,yes,no,yes,some,no,manager,yes,yes,no,no,no,no,health/education/social services
Matthew,male,cauc,low,no,boston,4,8,no,no,no,no,no,no,yes,no,yes,3,yes,manager,yes,yes,no,yes,no,no,manufacturing
Rasheed,male,afam,high,no,boston,4,14,no,yes,no,no,yes,no,yes,yes,yes,2,yes,manager,yes,yes,no,yes,no,no,health/education/social services
Sarah,female,cauc,low,no,boston,5,26,no,no,no,no,no,no,no,no,yes,2,yes,manager,yes,yes,no,yes,no,no,health/education/social services
Sarah,female,cauc,high,no,boston,4,2,no,yes,yes,no,yes,yes,yes,no,yes,some,no,retail sales,yes,yes,no,no,no,no,unknown
Tamika,female,afam,low,no,boston,5,26,no,no,no,no,no,no,no,no,yes,3,yes,manager,yes,yes,no,no,no,no,business/personal services
Tanisha,female,afam,high,no,boston,4,14,no,yes,no,no,yes,no,yes,yes,yes,3,yes,manager,yes,yes,no,yes,no,no,manufacturing
Tanisha,female,afam,high,no,boston,6,8,no,yes,no,no,yes,yes,yes,no,yes,some,no,retail sales,yes,yes,no,no,no,no,unknown
Tremayne,male,afam,low,no,boston,3,10,no,no,no,yes,no,no,no,no,no,some,no,retail sales,yes,yes,no,no,no,no,trade
Lakisha,female,afam,high,yes,chicago,4,8,no,no,no,no,yes,yes,yes,no,yes,5,yes,manager,yes,yes,no,no,yes,no,business/personal services
Meredith,female,cauc,high,yes,chicago,4,8,no,yes,no,yes,no,yes,yes,yes,yes,5,yes,manager,yes,yes,no,no,yes,no,business/personal services
Anne,female,cauc,low,no,chicago,4,9,no,no,no,no,yes,no,yes,no,no,none,no,secretary,no,no,no,no,no,no,unknown
Latonya,female,afam,high,no,chicago,3,9,no,yes,no,yes,yes,yes,yes,no,no,none,no,secretary,no,no,no,no,no,no,unknown
Sarah,female,cauc,high,no,chicago,3,12,no,no,no,no,yes,yes,yes,no,yes,none,no,secretary,no,no,no,no,no,no,unknown
Tamika,female,afam,low,no,chicago,4,15,no,no,no,yes,yes,no,yes,yes,yes,none,no,secretary,no,no,no,no,no,no,unknown
Jill,female,cauc,high,no,chicago,3,5,yes,no,no,yes,yes,yes,yes,no,yes,none,no,secretary,yes,no,no,no,yes,no,finance/insurance/real estate
Keisha,female,afam,low,no,chicago,4,11,no,no,no,yes,no,no,yes,no,yes,none,no,secretary,yes,no,no,no,yes,no,finance/insurance/real estate
Lakisha,female,afam,high,no,chicago,3,3,no,yes,yes,no,yes,yes,yes,no,no,none,no,secretary,yes,no,no,no,yes,no,finance/insurance/real estate
Meredith,female,cauc,low,no,chicago,2,6,no,no,no,no,no,no,yes,no,no,none,no,secretary,yes,no,no,no,yes,no,finance/insurance/real estate
Jill,female,cauc,high,yes,chicago,3,4,yes,no,no,yes,yes,yes,yes,no,yes,none,no,secretary,yes,no,yes,no,yes,yes,business/personal services
Keisha,female,afam,low,no,chicago,4,5,no,no,no,yes,no,no,yes,no,yes,none,no,secretary,yes,no,yes,no,yes,yes,business/personal services
Lakisha,female,afam,high,no,chicago,3,4,no,yes,yes,no,yes,yes,yes,no,no,none,no,secretary,yes,no,yes,no,yes,yes,business/personal services
Meredith,female,cauc,low,no,chicago,2,6,no,no,no,no,no,no,yes,no,no,none,no,secretary,yes,no,yes,no,yes,yes,business/personal services
Carrie,female,cauc,low,no,chicago,3,7,no,no,no,no,no,no,no,no,no,none,no,retail sales,no,no,no,no,no,no,business/personal services
Greg,male,cauc,high,no,chicago,3,3,no,yes,no,no,yes,yes,yes,yes,yes,none,no,retail sales,no,no,no,no,no,no,business/personal services
Kenya,female,afam,low,no,chicago,3,3,no,no,no,no,no,no,yes,yes,yes,none,no,retail sales,no,no,no,no,no,no,business/personal services
Tremayne,male,afam,high,no,chicago,3,4,no,yes,no,no,no,yes,yes,yes,no,none,no,retail sales,no,no,no,no,no,no,business/personal services
Kenya,female,afam,low,no,chicago,3,4,no,no,no,no,no,no,no,yes,no,none,no,retail sales,no,no,no,no,no,no,manufacturing
Neil,male,cauc,low,no,chicago,3,7,no,no,no,yes,no,no,no,no,no,none,no,retail sales,no,no,no,no,no,no,manufacturing
Emily,female,cauc,high,no,chicago,5,11,no,no,yes,yes,no,yes,yes,yes,yes,some,no,secretary,yes,yes,no,no,yes,no,business/personal services
Jill,female,cauc,low,no,chicago,2,10,no,no,no,yes,no,no,yes,no,yes,some,no,secretary,yes,yes,no,no,yes,no,business/personal services
Latonya,female,afam,low,no,chicago,1,12,no,no,no,no,yes,no,yes,no,yes,some,no,secretary,yes,yes,no,no,yes,no,business/personal services
Tanisha,female,afam,high,no,chicago,3,10,no,yes,no,no,yes,yes,yes,no,yes,some,no,secretary,yes,yes,no,no,yes,no,business/personal services
Ebony,female,afam,low,no,chicago,3,5,no,no,no,yes,no,no,yes,no,yes,none,no,secretary,yes,no,yes,no,yes,yes,unknown
Kristen,female,cauc,high,no,chicago,3,5,no,no,no,no,yes,yes,yes,no,no,none,no,secretary,yes,no,yes,no,yes,yes,unknown
Latonya,female,afam,high,no,chicago,4,6,no,yes,no,yes,no,yes,yes,yes,no,none,no,secretary,yes,no,yes,no,yes,yes,unknown
Laurie,female,cauc,low,no,chicago,4,5,no,no,no,yes,yes,no,yes,no,yes,none,no,secretary,yes,no,yes,no,yes,yes,unknown
Anne,female,cauc,low,no,chicago,2,4,no,no,no,yes,no,no,yes,no,no,1,no,office support,yes,yes,no,no,no,no,business/personal services
Emily,female,cauc,high,no,chicago,3,6,no,yes,no,no,yes,yes,yes,no,yes,1,no,office support,yes,yes,no,no,no,no,business/personal services
Keisha,female,afam,low,no,chicago,2,25,no,no,no,yes,no,no,yes,no,yes,1,no,office support,yes,yes,no,no,no,no,business/personal services
Tanisha,female,afam,high,no,chicago,4,21,no,no,no,yes,yes,yes,yes,no,yes,1,no,office support,yes,yes,no,no,no,no,business/personal services
Allison,female,cauc,high,no,chicago,3,6,no,no,no,no,yes,yes,yes,yes,yes,2,no,secretary,yes,yes,no,no,yes,no,health/education/social services
Kristen,female,cauc,low,no,chicago,4,6,no,no,no,no,yes,no,yes,no,no,2,no,secretary,yes,yes,no,no,yes,no,health/education/social services
Latonya,female,afam,low,no,chicago,4,4,no,no,no,no,yes,no,yes,no,no,2,no,secretary,yes,yes,no,no,yes,no,health/education/social services
Tanisha,female,afam,high,no,chicago,3,5,no,yes,no,no,yes,yes,yes,no,no,2,no,secretary,yes,yes,no,no,yes,no,health/education/social services
Aisha,female,afam,low,no,chicago,4,9,no,no,no,no,yes,no,yes,no,no,none,no,secretary,yes,no,no,no,yes,no,finance/insurance/real estate
Allison,female,cauc,low,no,chicago,3,4,no,no,no,yes,no,no,yes,no,yes,none,no,secretary,yes,no,no,no,yes,no,finance/insurance/real estate
Anne,female,cauc,low,no,chicago,3,5,no,no,no,yes,no,no,yes,no,no,some,no,other,yes,yes,no,no,no,no,trade
Latonya,female,afam,low,no,chicago,1,5,no,no,no,no,no,no,yes,yes,yes,some,no,other,yes,yes,no,no,no,no,trade
Latoya,female,afam,high,no,chicago,5,4,no,no,yes,yes,no,yes,yes,yes,yes,none,no,secretary,yes,no,no,no,yes,no,finance/insurance/real estate
Sarah,female,cauc,high,no,chicago,3,4,yes,no,no,yes,yes,yes,yes,no,yes,none,no,secretary,yes,no,no,no,yes,no,finance/insurance/real estate
Aisha,female,afam,high,no,chicago,3,5,no,yes,no,no,yes,yes,yes,yes,yes,some,no,secretary,yes,yes,no,no,yes,yes,manufacturing
Anne,female,cauc,low,no,chicago,4,7,no,no,no,yes,no,no,no,yes,yes,some,no,secretary,yes,yes,no,no,yes,yes,manufacturing
Latoya,female,afam,low,no,chicago,3,9,no,no,no,yes,yes,no,no,yes,yes,some,no,secretary,yes,yes,no,no,yes,yes,manufacturing
Laurie,female,cauc,high,no,chicago,3,7,no,yes,no,no,yes,yes,yes,yes,yes,some,no,secretary,yes,yes,no,no,yes,yes,manufacturing
Anne,female,cauc,low,no,chicago,4,9,no,no,no,no,yes,no,yes,no,no,none,no,secretary,yes,no,no,no,yes,yes,business/personal services
Carrie,female,cauc,high,yes,chicago,3,10,no,no,no,no,yes,yes,yes,yes,yes,none,no,secretary,yes,no,no,no,yes,yes,business/personal services
Ebony,female,afam,low,no,chicago,2,9,yes,no,no,yes,no,no,yes,no,yes,none,no,secretary,yes,no,no,no,yes,yes,business/personal services
Lakisha,female,afam,high,no,chicago,3,10,no,yes,no,no,yes,yes,yes,no,no,none,no,secretary,yes,no,no,no,yes,yes,business/personal services
Allison,female,cauc,high,no,chicago,4,16,no,no,no,no,no,yes,yes,no,yes,3,no,secretary,yes,yes,yes,yes,yes,no,unknown
Keisha,female,afam,high,no,chicago,5,12,no,yes,no,yes,yes,yes,yes,no,yes,3,no,secretary,yes,yes,yes,yes,yes,no,unknown
Kristen,female,cauc,low,no,chicago,4,11,no,no,no,yes,no,no,yes,no,yes,3,no,secretary,yes,yes,yes,yes,yes,no,unknown
Tanisha,female,afam,low,no,chicago,2,13,no,no,no,yes,no,no,yes,no,yes,3,no,secretary,yes,yes,yes,yes,yes,no,unknown
Aisha,female,afam,high,no,chicago,5,4,no,yes,no,yes,yes,yes,yes,yes,no,3,no,supervisor,yes,yes,no,no,yes,no,business/personal services
Emily,female,cauc,low,no,chicago,4,4,no,no,no,yes,no,no,yes,no,yes,3,no,supervisor,yes,yes,no,no,yes,no,business/personal services
Latonya,female,afam,low,no,chicago,4,5,no,no,no,no,no,no,yes,no,yes,3,no,supervisor,yes,yes,no,no,yes,no,business/personal services
Sarah,female,cauc,high,no,chicago,6,4,no,no,no,no,yes,yes,yes,yes,yes,3,no,supervisor,yes,yes,no,no,yes,no,business/personal services
Geoffrey,male,cauc,high,no,chicago,5,12,no,yes,no,yes,yes,yes,yes,no,yes,some,no,supervisor,yes,yes,no,no,yes,no,finance/insurance/real estate
Kareem,male,afam,low,yes,chicago,4,3,no,no,no,yes,no,no,yes,yes,yes,some,no,supervisor,yes,yes,no,no,yes,no,finance/insurance/real estate
Kristen,female,cauc,low,no,chicago,3,6,no,no,no,no,no,no,yes,no,no,1,yes,other,yes,yes,no,no,yes,no,business/personal services
Rasheed,male,afam,high,no,chicago,6,4,no,no,no,no,yes,yes,yes,yes,yes,some,no,supervisor,yes,yes,no,no,yes,no,finance/insurance/real estate
Todd,male,cauc,low,no,chicago,4,7,no,no,no,no,no,no,yes,no,yes,some,no,supervisor,yes,yes,no,no,yes,no,finance/insurance/real estate
Tyrone,male,afam,low,no,chicago,2,5,no,yes,no,yes,yes,no,yes,yes,yes,1,yes,other,yes,yes,no,no,yes,no,business/personal services
Brendan,male,cauc,low,no,chicago,2,6,no,no,no,no,yes,no,yes,no,yes,none,no,secretary,no,no,no,no,no,no,business/personal services
Jamal,male,afam,low,no,chicago,4,2,no,no,no,no,no,no,yes,no,yes,none,no,secretary,no,no,no,no,no,no,business/personal services
Matthew,male,cauc,high,no,chicago,4,6,no,yes,no,yes,no,yes,yes,yes,yes,none,no,secretary,no,no,no,no,no,no,business/personal services
Meredith,female,cauc,high,yes,chicago,2,4,no,yes,no,no,yes,no,no,yes,yes,3,no,retail sales,yes,yes,no,no,no,no,unknown
Rasheed,male,afam,high,no,chicago,3,4,no,yes,no,no,yes,yes,no,no,yes,3,no,retail sales,yes,yes,no,no,no,no,unknown
Tremayne,male,afam,high,yes,chicago,5,11,no,yes,no,yes,yes,yes,yes,no,yes,none,no,secretary,no,no,no,no,no,no,business/personal services
Anne,female,cauc,high,yes,chicago,4,6,no,yes,no,no,yes,yes,yes,no,yes,3,yes,supervisor,yes,yes,no,no,no,no,unknown
Ebony,female,afam,high,yes,chicago,5,6,no,yes,no,yes,yes,yes,yes,no,yes,3,yes,supervisor,yes,yes,no,no,no,no,unknown
Kristen,female,cauc,low,yes,chicago,4,6,no,no,no,no,no,no,yes,no,yes,3,yes,supervisor,yes,yes,no,no,no,no,unknown
Tamika,female,afam,low,no,chicago,2,6,no,no,no,no,yes,no,yes,no,yes,3,yes,supervisor,yes,yes,no,no,no,no,unknown
Aisha,female,afam,high,no,chicago,3,4,no,yes,no,no,yes,yes,no,yes,yes,some,no,manager,yes,yes,no,no,no,no,trade
Allison,female,cauc,low,no,chicago,2,6,no,no,no,no,yes,no,yes,no,yes,3,yes,secretary,yes,yes,no,no,yes,no,unknown
Emily,female,cauc,high,no,chicago,5,8,no,yes,no,yes,yes,yes,yes,no,yes,3,yes,secretary,yes,yes,no,no,yes,no,unknown
Kristen,female,cauc,high,no,chicago,2,4,no,yes,no,yes,no,yes,yes,yes,no,some,no,manager,yes,yes,no,no,no,no,trade
Latoya,female,afam,high,no,chicago,4,8,no,yes,no,no,yes,yes,yes,no,yes,3,yes,secretary,yes,yes,no,no,yes,no,unknown
Tamika,female,afam,low,no,chicago,4,6,no,no,no,no,no,no,yes,no,yes,3,yes,secretary,yes,yes,no,no,yes,no,unknown
Aisha,female,afam,low,no,chicago,2,3,no,no,no,no,yes,no,yes,no,yes,some,no,secretary,yes,yes,no,no,yes,no,business/personal services
Anne,female,cauc,high,no,chicago,4,7,no,no,no,no,yes,yes,no,yes,yes,some,no,secretary,yes,yes,no,no,yes,no,business/personal services
Emily,female,cauc,low,no,chicago,4,2,no,no,no,yes,no,no,yes,no,yes,some,no,secretary,yes,yes,no,no,yes,no,business/personal services
Jill,female,cauc,low,no,chicago,3,6,no,no,no,no,no,no,no,yes,yes,none,yes,other,yes,no,no,yes,no,no,trade
Keisha,female,afam,high,no,chicago,6,4,no,no,no,no,yes,yes,yes,yes,yes,some,no,secretary,yes,yes,no,no,yes,no,business/personal services
Lakisha,female,afam,low,no,chicago,2,6,yes,no,no,no,no,no,no,yes,yes,none,yes,other,yes,no,no,yes,no,no,trade
Ebony,female,afam,low,no,chicago,2,7,no,no,no,no,yes,no,yes,no,yes,none,no,secretary,yes,no,no,no,yes,no,business/personal services
Kenya,female,afam,high,no,chicago,4,9,no,yes,no,no,yes,yes,yes,no,yes,none,no,secretary,yes,no,no,no,yes,no,business/personal services
Kristen,female,cauc,low,no,chicago,2,15,no,no,no,no,yes,no,yes,no,yes,none,no,secretary,yes,no,no,no,yes,no,business/personal services
Meredith,female,cauc,high,no,chicago,4,12,no,yes,no,no,yes,yes,yes,no,yes,none,no,secretary,yes,no,no,no,yes,no,business/personal services
Aisha,female,afam,low,no,chicago,3,6,no,no,no,yes,no,no,no,no,yes,some,no,other,yes,yes,no,no,no,no,business/personal services
Anne,female,cauc,low,no,chicago,4,4,no,yes,no,no,yes,yes,yes,no,yes,none,no,secretary,yes,no,no,no,yes,no,unknown
Emily,female,cauc,low,no,chicago,2,6,yes,no,no,no,no,no,no,yes,yes,some,no,other,yes,yes,no,no,no,no,business/personal services
Emily,female,cauc,high,no,chicago,6,7,no,no,no,no,yes,yes,yes,yes,yes,none,no,secretary,yes,no,no,no,yes,no,unknown
Kenya,female,afam,low,no,chicago,4,6,no,no,no,yes,no,no,yes,yes,yes,none,no,secretary,yes,no,no,no,yes,no,unknown
Latonya,female,afam,high,no,chicago,2,5,no,no,no,no,yes,yes,yes,yes,yes,none,no,secretary,yes,no,no,no,yes,no,unknown
Anne,female,cauc,low,no,chicago,4,7,no,yes,no,no,yes,yes,yes,no,yes,7,yes,secretary,yes,yes,no,no,yes,no,trade
Emily,female,cauc,high,no,chicago,2,7,no,no,no,no,yes,yes,yes,yes,yes,7,yes,secretary,yes,yes,no,no,yes,no,trade
Keisha,female,afam,low,no,chicago,4,8,no,no,no,yes,no,no,yes,yes,yes,7,yes,secretary,yes,yes,no,no,yes,no,trade
Tamika,female,afam,high,no,chicago,6,7,no,no,no,no,yes,yes,yes,yes,yes,7,yes,secretary,yes,yes,no,no,yes,no,trade
Anne,female,cauc,low,no,chicago,3,3,no,yes,no,yes,yes,no,yes,no,no,2,yes,supervisor,yes,yes,no,no,no,no,business/personal services
Emily,female,cauc,high,no,chicago,3,3,no,yes,no,no,yes,yes,yes,no,no,2,yes,supervisor,yes,yes,no,no,no,no,business/personal services
Keisha,female,afam,high,no,chicago,4,5,no,yes,no,no,yes,yes,yes,no,yes,2,yes,supervisor,yes,yes,no,no,no,no,business/personal services
Kenya,female,afam,low,no,chicago,3,4,no,no,no,yes,no,no,yes,no,yes,2,yes,supervisor,yes,yes,no,no,no,no,business/personal services
Latoya,female,afam,high,no,chicago,3,6,no,yes,yes,yes,no,yes,yes,no,no,some,no,retail sales,yes,yes,no,no,no,no,business/personal services
Neil,male,cauc,high,no,chicago,3,3,no,yes,no,yes,yes,yes,yes,yes,yes,some,no,retail sales,yes,yes,no,no,no,no,business/personal services
Aisha,female,afam,low,no,chicago,4,6,no,no,no,yes,yes,no,yes,no,yes,2,no,secretary,yes,yes,no,no,yes,no,trade
Anne,female,cauc,high,no,chicago,3,2,no,yes,yes,no,yes,yes,yes,no,no,2,no,secretary,yes,yes,no,no,yes,no,trade
Emily,female,cauc,low,no,chicago,3,4,no,no,no,yes,no,no,yes,no,yes,2,no,secretary,yes,yes,no,no,yes,no,trade
Tamika,female,afam,high,no,chicago,4,21,no,yes,no,yes,no,yes,yes,yes,no,2,no,secretary,yes,yes,no,no,yes,no,trade
Carrie,female,cauc,low,no,chicago,2,5,yes,no,no,yes,no,no,yes,no,yes,none,no,supervisor,yes,no,no,yes,yes,no,business/personal services
Jill,female,cauc,low,no,chicago,2,5,no,no,no,no,no,no,yes,yes,yes,3,no,retail sales,yes,yes,no,no,no,no,business/personal services
Keisha,female,afam,high,no,chicago,3,5,no,no,no,no,yes,yes,yes,yes,yes,none,no,supervisor,yes,no,no,yes,yes,no,business/personal services
Latonya,female,afam,low,no,chicago,3,4,no,no,no,yes,no,no,yes,no,yes,none,no,supervisor,yes,no,no,yes,yes,no,business/personal services
Sarah,female,cauc,high,no,chicago,3,5,no,yes,no,no,yes,yes,yes,no,no,none,no,supervisor,yes,no,no,yes,yes,no,business/personal services
Tyrone,male,afam,low,no,chicago,3,5,no,no,no,no,no,no,no,no,yes,3,no,retail sales,yes,yes,no,no,no,no,business/personal services
Carrie,female,cauc,high,no,chicago,3,6,no,no,no,no,yes,yes,yes,yes,yes,3,no,secretary,yes,yes,no,no,yes,no,business/personal services
Emily,female,cauc,low,no,chicago,3,6,no,no,no,yes,no,no,yes,yes,yes,3,no,secretary,yes,yes,no,no,yes,no,business/personal services
Latoya,female,afam,low,no,chicago,4,6,no,no,no,yes,yes,no,yes,no,yes,3,no,secretary,yes,yes,no,no,yes,no,business/personal services
Tanisha,female,afam,high,no,chicago,3,6,no,no,no,no,yes,yes,yes,no,no,3,no,secretary,yes,yes,no,no,yes,no,business/personal services
Aisha,female,afam,high,no,chicago,3,3,no,yes,yes,no,yes,yes,yes,no,no,none,no,secretary,yes,no,no,yes,yes,no,unknown
Kristen,female,cauc,high,no,chicago,3,16,no,no,no,no,yes,yes,yes,no,no,none,no,secretary,yes,no,no,yes,yes,no,unknown
Lakisha,female,afam,low,no,chicago,3,6,no,no,no,yes,no,no,yes,no,no,none,no,secretary,yes,no,no,yes,yes,no,unknown
Laurie,female,cauc,low,no,chicago,4,6,no,no,no,yes,yes,no,yes,no,yes,none,no,secretary,yes,no,no,yes,yes,no,unknown
Allison,female,cauc,high,no,chicago,5,7,no,no,yes,yes,no,yes,yes,yes,yes,none,no,secretary,yes,no,no,no,yes,no,business/personal services
Jill,female,cauc,low,no,chicago,4,4,no,no,no,yes,yes,no,yes,no,yes,none,no,secretary,yes,no,no,no,yes,no,business/personal services
Keisha,female,afam,low,no,chicago,4,11,no,no,no,yes,no,no,yes,no,yes,none,no,secretary,yes,no,no,no,yes,no,business/personal services
Kristen,female,cauc,high,no,chicago,2,5,no,no,no,yes,yes,yes,no,no,yes,none,no,other,no,no,no,no,no,no,trade
Lakisha,female,afam,high,no,chicago,4,2,no,no,no,no,yes,yes,yes,no,no,none,no,secretary,yes,no,no,no,yes,no,business/personal services
Leroy,male,afam,high,no,chicago,3,5,no,no,no,no,no,yes,no,no,no,none,no,other,no,no,no,no,no,no,trade
Brad,male,cauc,high,no,chicago,3,4,no,yes,no,no,yes,yes,no,yes,no,none,no,other,no,no,no,no,no,no,trade
Keisha,female,afam,high,no,chicago,3,6,no,yes,no,yes,no,yes,yes,no,no,none,no,other,no,no,no,no,no,no,trade
Allison,female,cauc,high,no,chicago,3,5,no,yes,no,no,yes,yes,yes,no,no,some,no,secretary,yes,yes,no,no,no,no,health/education/social services
Carrie,female,cauc,low,no,chicago,2,6,no,no,no,no,no,no,yes,no,no,some,no,secretary,yes,yes,no,no,no,no,health/education/social services
Latonya,female,afam,high,no,chicago,3,4,no,yes,yes,no,yes,yes,yes,no,no,some,no,secretary,yes,yes,no,no,no,no,health/education/social services
Latoya,female,afam,low,no,chicago,4,6,no,no,no,no,yes,no,yes,no,no,some,no,secretary,yes,yes,no,no,no,no,health/education/social services
Carrie,female,cauc,low,no,chicago,4,6,no,no,no,no,yes,no,yes,no,no,some,no,secretary,yes,yes,no,no,yes,no,business/personal services
Ebony,female,afam,high,no,chicago,2,4,no,no,no,no,no,no,yes,no,no,some,no,secretary,yes,yes,no,no,yes,no,business/personal services
Latonya,female,afam,low,no,chicago,3,4,no,yes,no,no,yes,yes,yes,no,no,some,no,secretary,yes,yes,no,no,yes,no,business/personal services
Laurie,female,cauc,high,no,chicago,3,4,no,yes,no,no,yes,yes,no,yes,no,none,no,other,no,no,no,no,no,no,trade
Meredith,female,cauc,high,no,chicago,3,4,no,yes,yes,no,yes,yes,yes,no,no,some,no,secretary,yes,yes,no,no,yes,no,business/personal services
Tremayne,male,afam,high,no,chicago,3,6,no,yes,no,yes,no,yes,yes,no,no,none,no,other,no,no,no,no,no,no,trade
Allison,female,cauc,low,no,chicago,1,12,no,no,no,no,yes,no,yes,no,yes,none,no,secretary,no,no,no,no,no,no,unknown
Carrie,female,cauc,high,no,chicago,3,16,no,no,no,no,yes,yes,yes,no,no,none,no,secretary,no,no,no,no,no,no,unknown
Lakisha,female,afam,high,no,chicago,3,7,no,no,no,no,yes,yes,yes,no,yes,none,no,secretary,no,no,no,no,no,no,unknown
Tamika,female,afam,low,no,chicago,2,15,no,no,no,yes,no,no,yes,no,yes,none,no,secretary,no,no,no,no,no,no,unknown
Anne,female,cauc,low,no,chicago,3,1,no,no,no,no,yes,no,no,yes,no,0.5,no,other,yes,yes,no,yes,no,no,unknown
Darnell,male,afam,high,no,chicago,1,11,yes,no,no,no,yes,yes,yes,yes,yes,0.5,no,other,yes,yes,no,yes,no,no,unknown
Greg,male,cauc,high,yes,chicago,1,1,no,no,no,yes,no,yes,yes,yes,yes,0.5,no,other,yes,yes,no,yes,no,no,unknown
Tamika,female,afam,low,no,chicago,2,3,no,no,no,yes,no,no,yes,yes,no,0.5,no,other,yes,yes,no,yes,no,no,unknown
Allison,female,cauc,high,no,chicago,3,8,no,no,no,yes,no,yes,yes,yes,no,none,no,other,no,no,no,no,no,no,business/personal services
Carrie,female,cauc,low,no,chicago,5,6,no,no,no,yes,no,no,yes,yes,yes,none,no,other,no,no,no,no,no,no,business/personal services
Kenya,female,afam,high,no,chicago,2,8,no,no,no,yes,no,yes,no,no,yes,none,no,other,no,no,no,no,no,no,business/personal services
Tremayne,male,afam,low,no,chicago,2,5,no,no,no,yes,no,no,no,yes,no,none,no,other,no,no,no,no,no,no,business/personal services
Aisha,female,afam,low,no,boston,4,6,no,no,no,no,yes,no,yes,no,yes,none,no,other,no,no,no,no,no,no,unknown
Aisha,female,afam,low,no,boston,4,6,no,no,no,no,yes,no,yes,no,yes,none,no,retail sales,no,no,no,no,no,no,unknown
Brad,male,cauc,low,no,boston,3,7,no,no,no,yes,no,no,no,no,yes,none,no,retail sales,no,no,no,no,no,no,unknown
Brad,male,cauc,high,no,boston,6,8,no,yes,no,no,yes,yes,yes,no,yes,some,yes,other,yes,yes,no,yes,no,no,trade
Brendan,male,cauc,low,no,boston,5,8,no,no,no,no,yes,no,yes,no,yes,none,no,retail sales,no,no,no,no,no,no,transport/communication
